round,val_loss,val_acc,test_loss,test_acc
389,2.7256,0.3790,2.6293,0.3960
390,2.7585,0.3716,2.6632,0.4048
391,2.7193,0.3820,2.6333,0.4025
392,2.7492,0.3786,2.6855,0.4017
393,2.6929,0.3768,2.6370,0.3983
394,2.7071,0.3852,2.6504,0.3998
395,2.7319,0.3766,2.6405,0.3951
396,2.7121,0.3750,2.6416,0.4023
397,2.7079,0.3792,2.6553,0.4007
398,2.7040,0.3838,2.6326,0.3993
399,2.7340,0.3786,2.6751,0.3980
400,2.7478,0.3768,2.6323,0.3991
401,2.7563,0.3788,2.6638,0.3998
402,2.7424,0.3752,2.6720,0.3930
403,2.7402,0.3840,2.6941,0.3971
404,2.7312,0.3764,2.6902,0.3955
405,2.7088,0.3836,2.6539,0.4008
406,2.7328,0.3778,2.6445,0.3984
407,2.6914,0.3874,2.6226,0.4044
408,2.7516,0.3856,2.6766,0.3991
409,2.7188,0.3814,2.6713,0.4020
410,2.7793,0.3752,2.6761,0.3974
411,2.7297,0.3774,2.6361,0.4001
412,2.7240,0.3828,2.6522,0.4018
413,2.7415,0.3772,2.6332,0.4039
414,2.6918,0.3880,2.6247,0.4005
415,2.7890,0.3796,2.6971,0.4032
416,2.7445,0.3826,2.6635,0.3992
417,2.7558,0.3750,2.6653,0.3988
418,2.7005,0.3798,2.6333,0.4047
419,2.6999,0.3886,2.6531,0.4015
420,2.7489,0.3834,2.6930,0.4003
421,2.7175,0.3876,2.6529,0.4034
422,2.7405,0.3788,2.6581,0.4021
423,2.7564,0.3796,2.6849,0.4004
424,2.7103,0.3832,2.6168,0.4075
425,2.7458,0.3828,2.6558,0.4091
426,2.7425,0.3784,2.6382,0.4026
427,2.7050,0.3870,2.6303,0.4102
428,2.7968,0.3870,2.6934,0.4054
429,2.6991,0.3880,2.6020,0.4091
430,2.7495,0.3866,2.6884,0.4005
431,2.7339,0.3864,2.6726,0.4017
432,2.7611,0.3838,2.6748,0.4047
433,2.7401,0.3836,2.6903,0.4008
434,2.7560,0.3830,2.6703,0.4065
435,2.7220,0.3788,2.6564,0.4075
436,2.7299,0.3770,2.6809,0.4022
437,2.7958,0.3854,2.6978,0.4059
