round,val_loss,val_acc,test_loss,test_acc
566,2.7848,0.3978,2.7503,0.4204
567,2.8629,0.4030,2.8064,0.4211
568,2.7175,0.3954,2.6955,0.4215
569,2.8253,0.3982,2.7684,0.4230
570,2.7788,0.3902,2.7064,0.4239
571,2.7895,0.4078,2.7178,0.4250
572,2.8282,0.4036,2.7812,0.4225
573,2.7674,0.4102,2.7498,0.4173
574,2.7773,0.4074,2.7305,0.4225
575,2.8136,0.4018,2.7491,0.4256
576,2.8123,0.4068,2.7730,0.4201
577,2.8639,0.3994,2.7781,0.4253
578,2.8314,0.4060,2.7637,0.4274
579,2.8109,0.3970,2.7567,0.4259
580,2.7450,0.4024,2.7184,0.4217
581,2.8180,0.4046,2.7579,0.4276
582,2.8351,0.4038,2.7750,0.4207
583,2.7976,0.4114,2.7679,0.4250
584,2.8156,0.4048,2.7804,0.4206
585,2.8424,0.3958,2.7838,0.4250
586,2.8224,0.4026,2.7856,0.4268
587,2.8006,0.3986,2.7615,0.4209
588,2.8694,0.3954,2.7998,0.4236
589,2.8400,0.4058,2.7872,0.4224
590,2.8251,0.4026,2.7902,0.4250
591,2.8624,0.4020,2.8077,0.4261
592,2.8090,0.4038,2.7740,0.4214
593,2.8705,0.4004,2.8115,0.4261
594,2.8792,0.4012,2.7962,0.4249
595,2.8583,0.3890,2.7859,0.4204
596,2.7873,0.4030,2.7351,0.4228
597,2.8226,0.4080,2.7618,0.4278
598,2.7975,0.4006,2.7609,0.4248
599,2.8573,0.4090,2.7930,0.4242
600,2.8327,0.4050,2.7881,0.4232
601,2.8764,0.3956,2.8041,0.4259
602,2.8712,0.4062,2.8144,0.4264
603,2.8449,0.4076,2.7942,0.4277
604,2.8289,0.4044,2.7996,0.4231
605,2.8511,0.4080,2.8099,0.4225
606,2.8312,0.4038,2.7657,0.4239
607,2.8904,0.4022,2.8040,0.4245
608,2.8035,0.4060,2.7800,0.4273
609,2.9156,0.3960,2.8462,0.4207
610,2.8120,0.4014,2.7880,0.4230
611,2.8929,0.4060,2.8478,0.4228
612,2.8569,0.4046,2.7885,0.4263
613,2.9010,0.4044,2.8419,0.4289
614,2.8122,0.4056,2.8109,0.4245
615,2.8638,0.4028,2.8038,0.4248
616,2.9004,0.4036,2.8524,0.4243
617,2.8764,0.4102,2.8129,0.4297
618,2.9161,0.4026,2.8422,0.4262
619,2.8393,0.4042,2.7864,0.4238
620,2.8693,0.4040,2.7978,0.4243
621,2.8757,0.4040,2.8401,0.4223
622,2.8554,0.4058,2.8302,0.4214
623,2.8420,0.4074,2.8179,0.4251
624,2.8310,0.4094,2.8166,0.4263
625,2.8529,0.4016,2.8144,0.4255
626,2.8481,0.4034,2.8033,0.4306
