round,val_loss,val_acc,test_loss,test_acc
398,2.7835,0.3746,2.6874,0.3911
399,2.7785,0.3742,2.6911,0.3942
400,2.7442,0.3676,2.6662,0.3902
401,2.7916,0.3694,2.6812,0.3957
402,2.7865,0.3618,2.6645,0.3978
403,2.7607,0.3718,2.6482,0.3946
404,2.7740,0.3618,2.6906,0.3913
405,2.7896,0.3660,2.6987,0.3905
406,2.7215,0.3708,2.6528,0.3936
407,2.7439,0.3718,2.6588,0.3928
408,2.7370,0.3704,2.6358,0.3922
409,2.7877,0.3692,2.6779,0.3992
410,2.7623,0.3798,2.6550,0.3944
411,2.7808,0.3744,2.6786,0.4003
412,2.7924,0.3706,2.6814,0.3944
413,2.8026,0.3680,2.6857,0.3953
414,2.7840,0.3704,2.6652,0.3982
415,2.7637,0.3710,2.6651,0.3976
416,2.7182,0.3720,2.6480,0.3931
417,2.7479,0.3716,2.6592,0.3970
418,2.7877,0.3772,2.6995,0.3928
419,2.7307,0.3698,2.6730,0.3873
420,2.7545,0.3808,2.6747,0.3997
421,2.7531,0.3810,2.6455,0.4007
422,2.7797,0.3736,2.6809,0.3974
423,2.7259,0.3800,2.6571,0.3962
424,2.7795,0.3752,2.6721,0.4025
425,2.7535,0.3760,2.6524,0.3978
426,2.7655,0.3804,2.6591,0.3994
427,2.7845,0.3802,2.6924,0.3997
428,2.7675,0.3810,2.6641,0.3969
429,2.7665,0.3728,2.6668,0.3983
430,2.7691,0.3752,2.6685,0.3999
431,2.7521,0.3712,2.6760,0.3988
432,2.7278,0.3894,2.6713,0.4004
433,2.7594,0.3692,2.6679,0.3975
434,2.7529,0.3768,2.6908,0.3994
435,2.7620,0.3720,2.6923,0.4002
436,2.7657,0.3804,2.6750,0.4023
437,2.7411,0.3840,2.6764,0.4045
438,2.7138,0.3776,2.6633,0.4018
439,2.7495,0.3826,2.6622,0.4018
440,2.7585,0.3802,2.6600,0.4049
441,2.7882,0.3878,2.6966,0.4047
442,2.7532,0.3812,2.6625,0.4029
443,2.7122,0.3776,2.6457,0.4015
444,2.7988,0.3848,2.7280,0.4016
445,2.7816,0.3714,2.6660,0.4022
446,2.7746,0.3838,2.6842,0.4081
447,2.7671,0.3808,2.7096,0.4046
448,2.7749,0.3776,2.6888,0.4009
449,2.7784,0.3828,2.6924,0.4068
450,2.7270,0.3888,2.6794,0.4072
451,2.7535,0.3778,2.6700,0.4011
452,2.7684,0.3772,2.6866,0.4028
453,2.7268,0.3846,2.6861,0.4015
454,2.7331,0.3864,2.6728,0.4041
455,2.7804,0.3868,2.6785,0.4111
456,2.7681,0.3854,2.7160,0.4038
457,2.7295,0.3808,2.6533,0.4094
458,2.7254,0.3772,2.6584,0.4076
459,2.7642,0.3818,2.7089,0.4050
460,2.7946,0.3796,2.6972,0.4066
461,2.8010,0.3784,2.7134,0.4015
462,2.7739,0.3752,2.7226,0.4001
463,2.7548,0.3846,2.6899,0.4065
464,2.7536,0.3814,2.6791,0.4073
465,2.7651,0.3838,2.7112,0.4087
466,2.7740,0.3812,2.7033,0.4060
467,2.7259,0.3834,2.6655,0.4024
468,2.7972,0.3856,2.7212,0.4094
469,2.7881,0.3808,2.6994,0.4058
470,2.7545,0.3820,2.6523,0.4073
471,2.8092,0.3802,2.7408,0.4045
472,2.6772,0.3878,2.6627,0.4061
473,2.7934,0.3848,2.7113,0.4082
474,2.7501,0.3864,2.7020,0.4071
475,2.7388,0.3856,2.6703,0.4113
476,2.7708,0.3882,2.7094,0.4066
477,2.7867,0.3796,2.7315,0.4099
478,2.7609,0.3918,2.7205,0.4035
479,2.7834,0.3826,2.6943,0.4102
480,2.7986,0.3872,2.7521,0.4087
481,2.7833,0.3844,2.7222,0.4043
482,2.7704,0.3820,2.7199,0.4074
483,2.7623,0.3858,2.7108,0.4038
484,2.8211,0.3832,2.7375,0.4061
485,2.7498,0.3888,2.7009,0.4085
486,2.8207,0.3824,2.7642,0.4081
487,2.7833,0.3814,2.7312,0.4091
488,2.7905,0.3854,2.7112,0.4114
489,2.8038,0.3802,2.7567,0.4075
490,2.7551,0.3886,2.6936,0.4055
491,2.7504,0.3916,2.6950,0.4134
492,2.7524,0.3910,2.7236,0.4077
493,2.7967,0.3842,2.7005,0.4103
494,2.8199,0.3836,2.7585,0.4087
495,2.7302,0.3838,2.6592,0.4139
496,2.7865,0.3894,2.7332,0.4137
497,2.7525,0.3936,2.6967,0.4127
498,2.7686,0.3908,2.7106,0.4082
499,2.8213,0.3818,2.7482,0.4082
500,2.7598,0.3922,2.7098,0.4150
501,2.7900,0.3918,2.7065,0.4130
502,2.7608,0.3930,2.7247,0.4095
503,2.8035,0.3858,2.7099,0.4166
504,2.8202,0.3960,2.7842,0.4155
505,2.7594,0.3844,2.7333,0.4124
506,2.8677,0.3854,2.7714,0.4178
507,2.8220,0.3894,2.7365,0.4114
508,2.7641,0.3882,2.6955,0.4120
509,2.8091,0.3866,2.7082,0.4106
510,2.8348,0.3878,2.7419,0.4165
511,2.7537,0.3896,2.6843,0.4103
512,2.7658,0.3914,2.7215,0.4130
513,2.7626,0.3890,2.6788,0.4144
514,2.7936,0.3890,2.7554,0.4059
515,2.8049,0.3788,2.7354,0.4061
516,2.7985,0.3904,2.7087,0.4114
517,2.8214,0.3838,2.7520,0.4120
518,2.8677,0.3824,2.7675,0.4115
519,2.8089,0.3832,2.7308,0.4094
520,2.8210,0.3878,2.7532,0.4140
521,2.8088,0.3886,2.7170,0.4132
522,2.8025,0.3998,2.7371,0.4142
523,2.8237,0.3848,2.7298,0.4111
524,2.7789,0.3872,2.7044,0.4129
525,2.8053,0.3842,2.7278,0.4082
526,2.7884,0.3944,2.7507,0.4116
527,2.7794,0.3926,2.7113,0.4136
528,2.7851,0.3908,2.7191,0.4130
529,2.8248,0.3908,2.7274,0.4135
530,2.7439,0.3836,2.6797,0.4163
531,2.7984,0.3882,2.7436,0.4083
532,2.7688,0.3904,2.6993,0.4139
533,2.7890,0.3888,2.7653,0.4116
534,2.8280,0.3882,2.7962,0.4118
535,2.8155,0.3900,2.7350,0.4187
536,2.8436,0.3914,2.7785,0.4155
537,2.8329,0.3974,2.7393,0.4147
538,2.8562,0.3892,2.7836,0.4208
539,2.8374,0.3842,2.7569,0.4139
540,2.8680,0.3842,2.7922,0.4155
541,2.8094,0.3880,2.7547,0.4120
542,2.8662,0.3904,2.7996,0.4141
543,2.8356,0.3946,2.7657,0.4107
544,2.8074,0.3952,2.7565,0.4135
545,2.8269,0.3856,2.7336,0.4178
546,2.7773,0.3972,2.7190,0.4181
547,2.7921,0.3922,2.7732,0.4139
548,2.7896,0.4012,2.7684,0.4175
549,2.8281,0.3948,2.7750,0.4138
550,2.7769,0.4028,2.7882,0.4142
551,2.8536,0.3920,2.7694,0.4191
552,2.8484,0.3876,2.7762,0.4174
553,2.8532,0.3892,2.7876,0.4110
554,2.8283,0.3906,2.7590,0.4194
555,2.8047,0.3916,2.7450,0.4150
556,2.7696,0.3914,2.7249,0.4163
557,2.8901,0.3914,2.8236,0.4172
558,2.8013,0.3954,2.7468,0.4103
559,2.7944,0.3956,2.7340,0.4152
560,2.8134,0.3904,2.7246,0.4185
561,2.8184,0.3924,2.7747,0.4129
562,2.8247,0.3962,2.7710,0.4228
563,2.8710,0.3940,2.7475,0.4196
564,2.8539,0.3992,2.7825,0.4187
565,2.9224,0.3974,2.8285,0.4138
566,2.8042,0.3910,2.7480,0.4148
567,2.8052,0.3938,2.7302,0.4186
568,2.8634,0.3926,2.7774,0.4220
569,2.8199,0.3912,2.7526,0.4144
570,2.8376,0.3870,2.7386,0.4149
571,2.8591,0.3968,2.7748,0.4147
572,2.8636,0.3938,2.7795,0.4172
573,2.8146,0.3880,2.7650,0.4170
574,2.8308,0.3926,2.7611,0.4148
575,2.8447,0.3966,2.7658,0.4196
576,2.8526,0.3968,2.7977,0.4160
577,2.8903,0.3906,2.7890,0.4225
578,2.8274,0.3964,2.7644,0.4149
579,2.8315,0.3970,2.7727,0.4191
580,2.8260,0.4006,2.8000,0.4237
581,2.8462,0.3924,2.8013,0.4193
582,2.8429,0.3924,2.7882,0.4243
583,2.8941,0.3924,2.8001,0.4216
584,2.8194,0.3990,2.7725,0.4196
585,2.8698,0.3998,2.7914,0.4157
586,2.7919,0.4000,2.7548,0.4174
587,2.8247,0.3986,2.7715,0.4241
588,2.8600,0.3932,2.7761,0.4177
589,2.7995,0.3914,2.7431,0.4218
590,2.7998,0.3960,2.7492,0.4184
591,2.8112,0.3980,2.7501,0.4209
592,2.8754,0.3916,2.8246,0.4168
593,2.8375,0.3988,2.8005,0.4230
594,2.8814,0.3946,2.8254,0.4233
595,2.8222,0.3944,2.7638,0.4170
596,2.7988,0.4052,2.7885,0.4211
597,2.8299,0.3974,2.8077,0.4184
598,2.8732,0.3940,2.8180,0.4191
599,2.8399,0.3968,2.7794,0.4179
600,2.8840,0.3998,2.8362,0.4217
601,2.8643,0.3938,2.8017,0.4215
602,2.8019,0.3942,2.7734,0.4206
603,2.7954,0.3942,2.7550,0.4147
604,2.9054,0.3916,2.8017,0.4219
605,2.8350,0.4014,2.7893,0.4139
606,2.8834,0.3950,2.8191,0.4249
607,2.8866,0.3956,2.8005,0.4210
608,2.8307,0.3990,2.7918,0.4188
609,2.8587,0.4016,2.7962,0.4222
610,2.8857,0.3992,2.8623,0.4209
611,2.8681,0.3978,2.7801,0.4188
612,2.8615,0.4012,2.8098,0.4233
613,2.8967,0.4038,2.8367,0.4252
614,2.8403,0.3940,2.7944,0.4238
615,2.8802,0.3984,2.8265,0.4220
616,2.8536,0.3926,2.8187,0.4170
617,2.8794,0.3984,2.8234,0.4224
618,2.8427,0.3920,2.8154,0.4215
619,2.8554,0.3982,2.8049,0.4211
620,2.8417,0.3996,2.7905,0.4270
621,2.8990,0.3998,2.8455,0.4217
622,2.8518,0.4012,2.8048,0.4254
623,2.8818,0.3962,2.8253,0.4182
624,2.8312,0.4036,2.8158,0.4207
625,2.8597,0.3930,2.8479,0.4199
626,2.8239,0.4068,2.8225,0.4195
627,2.8623,0.3944,2.8264,0.4179
628,2.8963,0.3924,2.8138,0.4241
629,2.8016,0.4022,2.7720,0.4237
630,2.8646,0.3990,2.8162,0.4252
